Species	Tissue	Cell type	Cell marker	Marker grade
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G05850	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G06040	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G07000	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G07135	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G07590	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G08380	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G09250	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G09970	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G10170	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G10360	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G10370	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G11840	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G12320	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G14890	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G15010	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G17380	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G17420	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G18740	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G19180	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G19380	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G19570	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G19660	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G20440	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G20450	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G21310	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G21680	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G21830	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G25275	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G25400	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G27730	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G28330	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G28480	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G29340	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G29930	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G29980	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G30360	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G30820	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G31330	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G32230	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G43160	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G43910	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G44350	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G44760	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G45145	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G47128	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G48330	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G49740	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G50290	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G50640	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G51700	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G52565	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G52690	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G52890	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G53210	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G53910	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G55210	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G55330	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G55920	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G56660	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G61520	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G62180	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G62380	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G62790	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G63500	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G63840	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G64380	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G64390	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G64950	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G66760	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G67090	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G67740	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G68620	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G69295	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G69410	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G69760	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G69870	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G70700	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G71360	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G72150	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G72450	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G72500	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G72510	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G72520	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G73920	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G74470	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G75860	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G76180	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G76590	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G76650	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G76680	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G76990	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G77450	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G77680	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G78070	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G78080	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G78380	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G79040	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G79245	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G80120	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT1G80840	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G01150	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G01610	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G02100	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G02800	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G02990	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G03240	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G03440	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G05380	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G06050	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G15960	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G16660	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G17450	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G17840	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G18090	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G18160	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G18440	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G20630	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G20880	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G20960	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G21330	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G21620	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G22430	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G22500	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G23120	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G24500	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G27310	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G27500	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G27830	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G28400	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G28790	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G28900	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G29440	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G29450	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G30040	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G30490	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G30570	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G30590	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G30950	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G31360	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G31560	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G32240	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G33380	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G33580	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G33810	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G33830	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G34420	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G35290	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G36320	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G36830	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G36910	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G38240	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G38400	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G38870	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G39660	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G39800	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G40890	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G41010	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G41410	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G41630	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G41905	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G42540	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G43020	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G43510	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G43520	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G45820	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G45960	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G46370	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G46510	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G46600	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G47070	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G47400	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G47710	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G47730	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT2G47800	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G02170	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G02480	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G02750	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G02875	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G02880	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G03990	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G04010	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G04620	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G04640	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G04730	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G05220	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G05500	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G06500	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G06760	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G07390	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G08730	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G09000	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G09032	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G09070	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G09350	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G09390	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G09440	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G10020	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G10720	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G10800	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G10930	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G11170	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G11410	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G12145	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G12320	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G12580	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G13080	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G13110	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G13520	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G13910	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G14060	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G14690	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G14990	Marker #1
Arabidopsis thaliana	Ovule primordia	Other ovule primordia cell	AT3G15210	Marker #1
